basket_id,timestamp,hour,day_of_week,is_weekend,month,purchase_type,store_id,store_name,store_format,product_channel,in_store_product_share,product_count,total_items,unique_products,avg_product_price,median_product_price,max_product_price,min_product_price,total_product_value,basket_savings,basket_value_gross,basket_value_net
PROD-011,2026-08-30 16:19:00,16,6,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,7,8,7,1.4948,1.2821,2.5533,0.4623,11.2522,1.0765,11.25,10.17
PROD-012,2026-08-09 19:28:00,19,6,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,25,31,25,2.3668,1.3622,4.5085,0.7624,78.4792,3.5781,78.48,74.9
PROD-013,2026-08-08 17:56:00,17,5,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,1,2,1,2.1719,1.9316,1.8516,1.8636,4.6438,0.3014,4.64,4.34
PROD-014,2026-08-23 17:05:00,17,6,1,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,20,21,18,2.5673,1.7602,6.4291,0.4656,55.8915,6.2289,55.89,49.66
PROD-015,2026-08-01 19:34:00,19,5,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,25,30,24,2.311,1.3402,4.4842,0.7357,57.9795,6.6212,57.98,51.36
PROD-016,2026-08-18 14:54:00,14,1,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,8,10,9,1.8028,1.1781,4.9683,0.5816,17.2759,1.397,17.28,15.88
PROD-017,2026-08-24 19:48:00,19,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,11,11,10,2.336,2.3037,3.9874,0.4125,26.8123,1.3945,26.81,25.42
PROD-018,2026-08-18 19:55:00,19,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,7,10,7,2.6714,2.4042,6.4465,0.5817,23.8379,2.886,23.84,20.95
PROD-019,2026-08-12 19:10:00,19,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,25,30,25,2.3849,1.2789,4.3177,0.6987,57.9768,2.5302,57.98,55.45
PROD-020,2026-08-26 16:48:00,16,2,1,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,ONLINE,0.0,4,8,4,3.0735,1.4599,6.0719,1.0106,25.1606,3.8026,25.16,21.36
PROD-021,2026-08-12 18:58:00,18,2,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,ONLINE,0.0,19,30,19,4.599,3.9236,11.7278,0.5104,127.5573,5.9067,127.56,121.65
PROD-022,2026-08-23 19:19:00,19,6,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,ONLINE,0.0,7,11,8,2.7215,2.4722,6.4157,0.3806,28.4193,0.9953,28.42,27.42
PROD-023,2026-08-15 13:29:00,13,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,2,1,2,1.8401,1.4047,1.644,1.3363,1.9775,0.1773,1.98,2.0
PROD-024,2026-08-01 15:31:00,15,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,39,46,38,3.1363,2.6088,8.1364,0.3254,138.8111,12.8729,138.81,125.94
PROD-025,2026-08-17 11:29:00,11,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,6,8,8,3.5027,2.9171,7.2169,0.3053,25.4294,2.3178,25.43,23.11
PROD-026,2026-08-02 19:17:00,19,6,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,11,11,10,2.2062,2.3579,3.7077,0.3897,21.6229,1.7543,21.62,19.87
PROD-027,2026-08-29 11:58:00,11,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,2,2,1,1.7563,1.8642,1.2845,1.536,3.1799,0.5065,3.18,2.67
PROD-028,2026-08-19 19:57:00,19,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,1,1,1.7938,1.6835,1.5077,1.5132,1.4629,0.1289,1.46,2.0
PROD-029,2026-08-12 19:22:00,19,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,4,7,5,4.563,4.8924,5.7809,1.8158,32.5295,2.8272,32.53,29.7
PROD-030,2026-08-16 10:48:00,10,6,1,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,3,3,3,1.3938,1.1926,1.6641,0.8671,4.3123,0.3409,4.31,3.97
PROD-031,2026-08-20 17:23:00,17,3,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,21,22,20,3.4716,1.5773,6.5945,0.9462,66.0889,1.9401,66.09,64.15
PROD-032,2026-08-09 19:47:00,19,6,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,3,1,2,1.5468,1.4152,1.4981,1.4345,1.3475,0.1388,1.35,2.0
PROD-033,2026-08-09 14:35:00,14,6,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,10,11,9,1.8653,1.1912,4.382,0.6243,21.3862,1.1103,21.39,20.28
PROD-034,2026-08-13 12:28:00,12,3,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,2,2,1,1.649,2.0483,1.7272,1.6034,2.5962,0.2837,2.6,2.32
PROD-035,2026-08-09 19:07:00,19,6,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,12,13,12,2.7208,2.4768,4.1779,1.133,33.1115,0.8979,33.11,32.21
PROD-036,2026-08-24 13:39:00,13,0,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,2,2,1,1.8232,1.6858,1.0,1.3924,3.3514,0.5275,3.35,2.82
PROD-037,2026-08-04 19:19:00,19,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,9,9,8,2.4995,2.3671,2.8618,1.0816,22.2039,1.902,22.2,20.3
PROD-038,2026-08-26 19:13:00,19,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,20,22,18,1.9171,2.1547,3.8541,0.1689,34.9648,5.089,34.96,29.87
PROD-039,2026-08-11 18:11:00,18,1,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,ONLINE,0.0,32,36,31,1.8153,1.6502,4.519,0.4154,64.0764,5.5476,64.08,58.53
PROD-040,2026-08-18 18:58:00,18,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,12,17,11,3.0751,1.4065,6.257,0.5083,46.6841,1.328,46.68,45.35
PROD-041,2026-08-05 11:06:00,11,2,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,1,1,1.7943,1.5929,1.1229,1.6137,1.7326,0.2341,1.73,2.0
PROD-042,2026-08-12 19:47:00,19,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,18,23,17,2.9577,2.8918,4.527,0.8374,53.8794,5.9669,53.88,47.91
PROD-043,2026-08-24 19:51:00,19,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,9,8,8,2.4003,2.5694,3.3528,1.2314,17.6378,2.2831,17.64,15.36
PROD-044,2026-08-09 07:01:00,7,6,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,1,1,1.7563,1.5828,1.2294,1.4408,1.6451,0.1315,1.65,2.0
PROD-045,2026-08-05 19:35:00,19,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,8,10,8,2.865,2.3122,6.566,0.578,24.1891,2.6441,24.19,21.55
PROD-046,2026-08-17 18:34:00,18,0,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,12,15,11,1.9053,1.4333,3.4104,0.4335,23.4891,3.2855,23.49,20.2
PROD-047,2026-08-06 10:21:00,10,3,1,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,3,3,2,1.4731,1.2934,1.6357,0.6335,3.6969,0.4006,3.7,3.3
PROD-048,2026-08-10 19:40:00,19,0,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,13,13,12,2.6502,2.8369,3.5468,1.2743,30.43,2.0898,30.43,28.34
PROD-049,2026-08-14 15:24:00,15,4,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,22,31,23,2.0287,1.5515,3.9804,0.3956,50.8805,5.737,50.88,45.14
PROD-050,2026-08-18 17:26:00,17,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,10,12,9,4.354,3.0697,9.215,0.9173,55.6021,6.342,55.6,49.26
PROD-051,2026-08-20 19:25:00,19,3,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,ONLINE,0.0,17,23,16,2.912,3.0329,4.5907,0.8624,60.3787,9.3274,60.38,51.05
PROD-052,2026-08-21 17:48:00,17,4,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,1,1,1.7741,1.7949,1.9952,1.4237,1.8144,0.1305,1.81,2.0
PROD-053,2026-08-27 17:37:00,17,3,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,2,1,1.8977,2.1129,2.3264,1.9542,4.0699,0.3236,4.07,3.75
PROD-054,2026-08-03 17:22:00,17,0,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,18,20,18,2.3068,2.0184,6.4598,0.4649,37.1035,4.9606,37.1,32.14
PROD-055,2026-08-12 18:55:00,18,2,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,12,17,12,2.8733,1.5959,6.786,0.4703,47.6494,4.3269,47.65,43.32
PROD-056,2026-08-01 19:48:00,19,5,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,9,10,6,2.729,2.5603,6.4597,0.569,28.4204,3.4991,28.42,24.92
PROD-057,2026-08-01 19:55:00,19,5,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,20,23,20,2.1222,1.9854,5.16,0.6817,47.3595,3.9952,47.36,43.36
PROD-058,2026-08-07 19:43:00,19,4,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,5,7,6,4.7578,4.7725,5.6409,1.7726,30.2642,1.5183,30.26,28.74
PROD-059,2026-08-19 18:23:00,18,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,12,18,11,2.8021,1.2463,6.3666,0.3259,45.8642,5.7022,45.86,40.16
PROD-060,2026-08-28 15:46:00,15,4,1,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,18,18,17,2.3602,1.4848,5.1596,0.9854,33.5947,1.2888,33.59,32.3
PROD-061,2026-08-24 18:19:00,18,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,32,37,31,1.6608,1.8401,4.6924,0.4175,57.786,2.7623,57.79,55.03
PROD-062,2026-08-21 07:16:00,7,4,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,2,1,1.6542,1.9095,1.3183,1.6132,3.5667,0.3843,3.57,3.19
PROD-063,2026-08-25 15:27:00,15,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,25,30,23,2.6738,2.3131,6.5456,0.9067,85.6374,10.6719,85.64,74.97
PROD-064,2026-08-06 18:58:00,18,3,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,9,10,10,2.0341,1.0995,3.7623,0.5055,16.1125,2.3404,16.11,13.77
PROD-065,2026-08-27 17:34:00,17,3,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,2,1,2,2.288,2.2992,2.3248,1.9479,2.2691,0.132,2.27,2.14
PROD-066,2026-08-28 19:23:00,19,4,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,18,23,17,3.0028,2.8239,4.6327,1.1041,60.1226,2.1344,60.12,57.99
PROD-067,2026-08-03 18:27:00,18,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,51,62,49,2.7752,2.0758,7.4275,0.6462,180.8198,27.8185,180.82,153.0
PROD-068,2026-08-15 19:17:00,19,5,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,1,1,1.5368,1.6565,1.7067,1.4456,1.2195,0.0508,1.22,2.0
PROD-069,2026-08-26 15:39:00,15,2,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,24,31,24,2.0609,1.4683,3.671,0.4568,67.7699,3.2308,67.77,64.54
PROD-070,2026-08-15 19:21:00,19,5,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,17,24,17,2.8255,2.9892,4.4283,1.0341,69.9306,4.2508,69.93,65.68
PROD-071,2026-08-27 14:33:00,14,3,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,11,15,12,3.6284,2.5625,9.867,1.0003,44.3709,4.176,44.37,40.19
PROD-072,2026-08-30 17:22:00,17,6,1,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,18,20,18,2.1604,2.1306,6.2204,0.5066,34.4777,4.9508,34.48,29.53
PROD-073,2026-08-15 13:19:00,13,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,2,2,3,1.4545,1.7711,1.9018,1.4379,2.9975,0.3791,3.0,2.62
PROD-074,2026-08-02 17:58:00,17,6,1,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,20,23,20,3.1756,1.7686,6.8269,0.8651,60.3832,7.1942,60.38,53.19
PROD-075,2026-08-11 18:20:00,18,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,32,36,31,1.9893,1.6891,4.2703,0.3773,67.3515,2.9988,67.35,64.35
PROD-076,2026-08-07 19:04:00,19,4,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,26,31,25,2.3511,0.9925,4.2551,0.5928,76.8726,5.3869,76.87,71.48
PROD-077,2026-08-15 07:22:00,7,5,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,2,3,1,1.6376,1.6437,1.6211,1.3582,4.6683,0.406,4.67,4.26
PROD-078,2026-08-19 11:31:00,11,2,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,1,1,1,1.689,1.4725,1.258,1.3866,1.5187,0.0617,1.52,2.0
PROD-079,2026-08-15 18:05:00,18,5,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,ONLINE,0.0,27,47,26,3.2009,2.4172,6.1822,0.5033,137.4298,8.0094,137.43,129.42
PROD-080,2026-08-07 15:18:00,15,4,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,17,19,17,2.1302,1.5583,5.412,0.8765,32.3359,2.0426,32.34,30.3
PROD-081,2026-08-10 19:09:00,19,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,3,1,1,1.7022,1.5099,1.8128,1.595,1.8224,0.0689,1.82,2.0
PROD-082,2026-08-22 14:30:00,14,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,3,3,3,1.0891,1.3009,1.2952,1.1565,2.853,0.2768,2.85,2.57
PROD-083,2026-08-01 11:43:00,11,5,1,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,ONLINE,0.0,2,2,1,1.5952,1.4,1.0,1.399,2.6698,0.3169,2.67,2.35
PROD-084,2026-08-07 19:58:00,19,4,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,11,12,12,2.5412,2.6046,3.8861,1.2278,26.4025,0.7865,26.4,25.61
PROD-085,2026-08-28 19:23:00,19,4,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,7,9,7,2.3048,2.4299,2.939,1.1674,22.181,1.9377,22.18,20.24
PROD-086,2026-08-04 19:51:00,19,1,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,ONLINE,0.0,26,30,25,2.3145,1.2508,4.612,0.6973,56.1233,7.2685,56.12,48.85
PROD-087,2026-08-13 14:12:00,14,3,1,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,3,4,2,1.1238,1.3139,1.5471,1.0828,4.6759,0.5832,4.68,4.1
PROD-088,2026-08-07 15:46:00,15,4,1,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,ONLINE,0.0,25,30,23,1.9087,1.6082,3.5482,0.4935,56.8231,7.6206,56.82,49.2
PROD-089,2026-08-04 19:33:00,19,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,25,30,25,2.3134,1.5006,4.3607,0.6929,71.4151,5.9099,71.42,65.51
PROD-090,2026-08-14 16:45:00,16,4,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,7,8,7,1.4169,0.8218,2.6877,0.5291,12.1601,1.6401,12.16,10.52
PROD-091,2026-08-17 17:45:00,17,0,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,1,2,1,1.7803,1.4946,1.1667,1.3846,3.6768,0.1975,3.68,3.48
PROD-092,2026-08-06 15:31:00,15,3,1,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,25,31,24,1.8887,1.4939,4.433,0.4445,62.2392,4.3887,62.24,57.85
PROD-093,2026-08-03 17:15:00,17,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,11,11,10,4.2657,3.1239,8.9821,1.1678,38.3865,1.7155,38.39,36.67
PROD-094,2026-08-05 17:31:00,17,2,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,10,12,10,4.3275,3.114,9.1016,0.9778,52.903,4.5204,52.9,48.38
PROD-095,2026-08-21 15:49:00,15,4,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,37,46,37,2.8604,2.6973,8.4298,0.5587,124.1709,9.299,124.17,114.87
PROD-096,2026-08-27 14:58:00,14,3,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,26,31,25,2.679,2.6136,6.5534,0.4513,78.3192,4.2081,78.32,74.11
PROD-097,2026-08-06 19:55:00,19,3,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,6,6,5,4.2507,4.7792,5.9821,1.8465,26.7712,3.3531,26.77,23.42
PROD-098,2026-08-10 19:10:00,19,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,18,21,18,1.8888,2.3926,3.8682,0.2355,42.5025,2.7175,42.5,39.78
PROD-099,2026-08-11 18:35:00,18,1,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,ONLINE,0.0,27,47,26,3.1602,2.8815,6.4086,0.5264,147.2597,8.5694,147.26,138.69
PROD-100,2026-08-12 10:06:00,10,2,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,3,2,3,1.1533,1.1395,1.7186,0.7176,2.1333,0.0818,2.13,2.05
PROD-101,2026-08-08 19:40:00,19,5,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,13,13,11,2.5419,2.5569,3.5942,1.2344,30.2994,2.4674,30.3,27.83
PROD-102,2026-08-02 19:59:00,19,6,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,10,9,7,2.7539,2.283,2.8841,1.1319,22.205,1.3859,22.2,20.81
PROD-103,2026-08-17 15:03:00,15,0,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,25,30,23,1.8423,1.4389,4.0259,0.4972,49.1054,3.5208,49.11,45.59
PROD-104,2026-08-12 11:39:00,11,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,8,10,8,3.7125,3.0373,7.0808,0.5788,33.3179,1.7672,33.32,31.55
PROD-105,2026-08-11 15:56:00,15,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,24,30,23,2.4765,2.5209,6.6,0.9053,59.9506,7.6042,59.95,52.35
PROD-106,2026-08-09 15:50:00,15,6,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,39,46,38,3.1272,2.7506,8.3079,0.4211,115.5457,17.355,115.55,98.2
PROD-107,2026-08-29 14:23:00,14,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,12,16,12,3.687,2.4889,10.1287,1.1043,59.8156,5.3661,59.82,54.45
PROD-108,2026-08-19 19:06:00,19,2,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,25,30,25,2.1658,0.9779,4.8789,0.6953,59.3747,6.5324,59.37,52.84
PROD-109,2026-08-13 12:55:00,12,3,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,3,2,1,1.9468,1.7046,1.5032,1.6708,4.1241,0.5832,4.12,3.54
PROD-110,2026-08-07 17:55:00,17,4,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,12,11,10,4.031,2.9281,8.6844,0.8135,42.7299,6.8298,42.73,35.9
PROD-111,2026-08-25 17:34:00,17,1,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,20,20,18,2.4426,2.0006,6.4006,0.4532,38.6201,4.0896,38.62,34.53
PROD-112,2026-08-28 19:58:00,19,4,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,10,12,11,2.3124,2.2345,3.8052,0.2847,22.9554,3.3186,22.96,19.64
PROD-113,2026-08-02 19:00:00,19,6,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,2,1,2,1.6211,1.6499,1.6285,1.4164,1.3646,0.2009,1.36,2.0
PROD-114,2026-08-29 17:36:00,17,5,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,11,10,10,4.0816,2.8238,9.2222,1.0691,43.7842,5.7271,43.78,38.05
PROD-115,2026-08-22 14:02:00,14,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,3,4,1,1.2212,0.9434,1.3572,1.1396,4.1306,0.3492,4.13,3.78
PROD-116,2026-08-04 17:56:00,17,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,12,13,10,4.2466,3.4069,9.1005,0.9024,51.6023,1.6183,51.6,49.98
PROD-117,2026-08-24 12:40:00,12,0,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,2,1,1,1.8374,1.5359,1.8276,1.4758,1.9492,0.0433,1.95,2.0
PROD-118,2026-08-04 19:54:00,19,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,18,22,17,2.8639,2.8255,5.0269,0.7108,67.6152,5.8695,67.62,61.75
PROD-119,2026-08-02 14:33:00,14,6,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,10,10,9,2.2458,1.5755,4.3937,0.4725,19.1097,1.7047,19.11,17.41
PROD-120,2026-08-04 14:04:00,14,1,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,3,3,3,1.1652,1.5993,1.0,1.2616,2.7781,0.214,2.78,2.57
PROD-121,2026-08-15 14:01:00,14,5,1,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,24,30,25,2.7553,2.4243,6.7511,0.4788,68.283,6.7971,68.28,61.48
PROD-122,2026-08-20 07:20:00,7,3,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,ONLINE,0.0,1,1,2,1.7468,1.5958,1.4985,1.4792,1.3957,0.1358,1.4,2.0
PROD-123,2026-08-13 19:44:00,19,3,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,17,24,17,2.8996,3.0412,4.472,0.9852,58.3541,8.0019,58.35,50.35
PROD-124,2026-08-04 19:09:00,19,1,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,ONLINE,0.0,18,21,18,2.313,2.2743,4.1374,0.1151,46.1721,1.6258,46.17,44.54
PROD-125,2026-08-07 19:51:00,19,4,0,8,IN_STORE,6070,BERMONDSEY PARK EXP,Express,IN_STORE,1.0,3,1,2,1.8783,1.516,1.225,1.5122,1.9792,0.102,1.98,2.0
PROD-126,2026-08-27 19:14:00,19,3,0,8,IN_STORE,3720,SOUTHWARK PFS,Petrol,IN_STORE,1.0,9,9,7,2.5843,2.4657,2.6081,1.208,21.8903,2.8681,21.89,19.02
PROD-127,2026-08-30 19:29:00,19,6,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,2,3,1,1.8834,1.6766,1.1237,1.4331,5.4682,0.7584,5.47,4.71
PROD-128,2026-08-24 19:12:00,19,0,0,8,IN_STORE,3189,SOUTHWARK,SuperStore,IN_STORE,1.0,2,2,1,1.406,1.6252,1.3255,1.5033,2.3637,0.3765,2.36,2.0
