gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,22,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.06,570.47,1
Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.3,31.7,0
Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,137.75,1551.37,1
Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.5,357.68,1
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,108.6,213.8,1
Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.85,3138.87,1
Male,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.6,203.3,1
Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.26,1389.18,0
Female,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,144.71,3155.06,1
Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.42,114.19,1
Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,116.29,2393.04,1
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.78,88.93,1
Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.26,1111.68,1
Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),144.28,1460.31,1
Male,0,No,No,1,No,No phone service,Fiber optic,,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71.41,71.14,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.29,31.55,1
Female,0,Yes,Yes,28,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.22,823.11,0
Female,0,Yes,Yes,26,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.64,2226.07,1
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,70.47,69.12,0
Female,0,Yes,No,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,56.62,402.08,1
Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),137.46,2916.34,1
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,142.54,4021.77,1
Male,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,149.42,3393.52,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,101.93,106.78,1
Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),138.55,2086.63,1
Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,122.82,242.04,1
Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.05,1355.56,1
Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,93.31,825.93,1
Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,153.84,4274.73,0
Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,133.33,2049.68,1
Male,0,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,168.27,4240.63,0
Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,79.68,672.01,1
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,129.34,2021.41,1
Male,0,No,Yes,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.19,2357.32,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,139.92,255.78,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.64,25.83,0
Male,1,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,129.2,2823.39,1
Female,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,151.67,2366.21,1
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.06,165.28,1
Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),67.13,401.15,0
Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.71,116.69,1
Female,1,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,159.5,3653.2,1
Male,0,No,Yes,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.16,295.46,0
Female,0,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.3,333.91,0
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.78,27.84,1
Female,1,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),37.26,37.43,1
Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.54,1531.55,1
Male,1,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),137.24,3213.8,1
Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,101.86,1214.33,1
Male,1,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,144.71,2221.36,0
Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,153.92,1812.59,1
Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.71,419.27,0
Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),147.17,1797.51,1
Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),138.11,659.79,1
Female,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.58,1611.05,1
Female,0,Yes,Yes,28,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.54,930.04,0
Female,0,Yes,Yes,28,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.56,2234.37,1
Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.2,772.49,0
Male,0,No,No,16,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.35,419.53,0
Male,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,102.15,557.37,1
Male,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.18,153.35,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,113.17,107.71,1
Female,1,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,156.82,2713.16,1
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,107.59,117.97,1
Male,0,Yes,Yes,25,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.96,968.08,1
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.36,419.33,0
Male,0,No,Yes,28,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.31,1068.51,1
Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,121.94,2677.4,1
Male,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,134.78,2402.78,1
Female,1,Yes,No,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.11,448.07,1
Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,159.72,4384.13,1
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,145.36,1551.81,1
Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,122.89,1627.75,1
Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,158.85,3556.44,1
Female,0,No,No,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.72,1508.19,0
Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),137.89,2131.73,1
Male,0,No,No,3,Yes,No,Fiber optic,,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.39,232.65,1
Female,1,Yes,Yes,22,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),110.56,2206.96,0
Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.82,182.77,1
Female,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,153.92,3771.12,1
Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.75,3256.0,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,64.45,66.12,1
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.0,109.42,1
Male,0,Yes,No,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.0,407.48,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,65.25,66.52,1
Male,1,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,153.63,1543.99,1
Male,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.2,161.09,1
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.07,116.63,1
Male,0,No,Yes,1,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),35.89,35.83,0
Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,144.35,1904.15,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),65.83,71.06,1
Female,1,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.73,2651.42,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.71,29.42,1
Female,0,No,No,1,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,Mailed check,101.93,106.98,1
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.14,105.72,1
Female,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,101.86,1758.49,1
Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),154.14,4626.78,1
Male,1,Yes,No,28,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.83,2105.16,0
Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.49,27.87,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.78,27.47,1
Male,0,No,No,20,Yes,No,DSL,,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),125.21,2492.52,1
Male,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.25,131.79,1
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,70.47,75.43,1
Female,0,No,No,26,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.8,702.81,0
Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,94.18,2546.88,1
Male,1,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,143.4,3582.89,1
Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),94.98,2287.31,1
Female,0,No,Yes,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.73,1507.49,0
Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.98,285.1,1
Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,165.74,4181.36,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,71.63,148.87,1
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),136.08,123.8,1
Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.88,977.25,1
Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),157.69,4306.61,1
Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,153.84,3971.08,1
Male,1,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,137.24,3849.76,1
Male,0,No,No,20,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.89,788.36,0
Male,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,104.26,2377.92,1
Female,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,144.28,3261.91,1
Male,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.64,172.39,1
Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,101.57,219.66,1
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),117.52,2979.91,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.74,31.74,1
Female,1,Yes,No,24,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,71.7,1735.87,0
Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,108.53,1397.3,1
Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,42.7,89.4,0
Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,86.64,2001.19,1
Female,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,118.39,2287.93,1
Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),131.51,2995.45,1
Female,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,43.14,442.02,0
Female,1,Yes,No,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,136.37,2923.48,1
Male,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.14,253.55,1
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,74.46,141.14,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.07,31.57,1
Female,1,Yes,No,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.11,452.08,1
Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,84.46,2371.18,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.14,54.66,1
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,,No,No,No,No,No,One year,Yes,Electronic check,70.11,679.15,1
Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),129.2,3386.89,0
Male,0,Yes,No,8,Yes,No,Fiber optic,,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),151.67,1204.98,1
Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),122.38,3686.43,0
Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.35,51.09,1
Male,1,Yes,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,122.09,2598.05,1
Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,108.89,1441.72,1
Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,114.84,2484.54,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,139.92,251.92,1
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.78,611.47,1
Male,0,Yes,Yes,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),43.79,276.23,1
Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,108.32,721.65,1
Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,71.85,606.96,1
Male,1,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),108.97,1798.31,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.77,110.79,1
Female,1,Yes,Yes,4,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,42.48,171.95,1
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.16,1286.05,1
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,Electronic check,108.6,635.53,1
Female,0,Yes,No,19,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.55,472.05,0
Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,119.34,3554.49,1
Female,0,Yes,Yes,15,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.93,401.7,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.83,113.68,1
Female,0,Yes,No,28,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.13,711.78,0
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,109.62,324.4,1
Female,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.95,2075.28,1
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,101.79,398.38,1
Female,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),122.38,1030.82,1
Male,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,73.01,153.43,1
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),128.11,948.57,1
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,122.67,573.33,1
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,124.63,3678.68,1
Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,130.64,284.65,1
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,124.7,116.38,1
Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,166.9,4222.69,0
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.28,29.46,1
Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,129.7,2580.29,1
